symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
BSLNIFTY,Nifty 50,27.99,27.99,27.6,27.73,0.05,0.18,207456,5752754.88,27.6756,30.01,20,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,25.759637188208615,-1.5619453319133876,27.68,7.597467510829727,-38.65,https://nsearchives.nseindia.com/today/BSLNIFTYEQN.svg,25.67,14-Aug-2023,https://nsearchives.nseindia.com/365d/BSLNIFTY-EQ.svg,15-Jul-2024,-1.63,https://nsearchives.nseindia.com/30d/BSLNIFTY-EQ.svg,"{'symbol': 'BSLNIFTY', 'companyName': 'Aditya Birla Sun Life Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19D1', 'slb_isin': 'INF209KB19D1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,123.89,123.89,123.01,123.1,0.2,0.16,493,60762.25,123.4605,127.4,111.45,-,-,7.426477004974248,0.30147478204187267,122.9,3.375196232339098,-10.453117990130094,https://nsearchives.nseindia.com/today/SDL26BEESEQN.svg,7.43,14-Aug-2023,https://nsearchives.nseindia.com/365d/SDL26BEES-EQ.svg,15-Jul-2024,0.3,https://nsearchives.nseindia.com/30d/SDL26BEES-EQ.svg,"{'symbol': 'SDL26BEES', 'companyName': 'Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1022', 'slb_isin': 'INF204KC1022', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCSENSEX,SENSEX,88.77,88.77,87.72,88.12,0.14,0.16,38619,3401175.33,87.7279,91.55,69.47,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 250.361/- PER SHARE TO RS 25.0361/- PER SHARE,-87.79315408164679,-1.51989271345552,87.98,3.746586564718725,-26.846120627609046,https://nsearchives.nseindia.com/today/HDFCSENSEXEQN.svg,-87.75,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCSENSEX-EQ.svg,15-Jul-2024,-1.56,https://nsearchives.nseindia.com/30d/HDFCSENSEX-EQ.svg,"{'symbol': 'HDFCSENSEX', 'companyName': 'HDFC S&P BSE SENSEX ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HX2', 'slb_isin': 'INF179KC1HX2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,69,69.27,68.31,68.95,0.1,0.15,219146,15024649.76,68.6884,86.7,44.32,-,-,Infinity,-8.250166333998672,68.85,20.47289504036909,-55.573104693140806,https://nsearchives.nseindia.com/today/PSUBNKIETFEQN.svg,-,-,-,15-Jul-2024,-8.86,https://nsearchives.nseindia.com/30d/PSUBNKIETF-EQ.svg,"{'symbol': 'PSUBNKIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10S8', 'slb_isin': 'INF109KC10S8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
ESG,NIFTY100 ESG SECTOR LEADERS,40.8,40.85,40.65,40.82,0.06,0.15,13736,559879.36,40.7542,42.22,30.94,-,-,Infinity,-1.4009661835748752,40.76,3.3159639981051603,-31.932773109243694,https://nsearchives.nseindia.com/today/ESGEQN.svg,-,-,-,15-Jul-2024,-1.35,https://nsearchives.nseindia.com/30d/ESG-EQ.svg,"{'symbol': 'ESG', 'companyName': 'MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01GS9', 'slb_isin': 'INF769K01GS9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,84.33,84.67,83.61,83.92,0.12,0.14,30349,2544763.65,83.6778,89.85,53.12,-,-,51.15273775216138,-0.6511187403811971,83.8,6.599888703394539,-57.98192771084339,https://nsearchives.nseindia.com/today/DIVOPPBEESEQN.svg,51.25,14-Aug-2023,https://nsearchives.nseindia.com/365d/DIVOPPBEES-EQ.svg,15-Jul-2024,-0.71,https://nsearchives.nseindia.com/30d/DIVOPPBEES-EQ.svg,"{'symbol': 'DIVOPPBEES', 'companyName': 'Nippon India ETF Nifty Dividend Opportunities 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KA1MS3', 'slb_isin': 'INF204KA1MS3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BBNPPGOLD,Baroda BNP Paribas Gold ETF,69.45,69.9,69.45,69.9,0.1,0.14,2674,186324.32,69.5319,75.6,54,-,-,Infinity,-4.11522633744856,69.8,7.539682539682525,-29.444444444444454,https://nsearchives.nseindia.com/today/BBNPPGOLDEQN.svg,-,-,-,15-Jul-2024,-4.12,https://nsearchives.nseindia.com/30d/BBNPPGOLD-EQ.svg,"{'symbol': 'BBNPPGOLD', 'companyName': 'Baroda BNP Paribas Mutual Fund - Baroda BNP Paribas Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF251K01SU9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AUTOBEES,Nifty Auto TRI,258.03,258.05,255.5,256.48,0.33,0.13,117589,30163930.28,256.0223,277,153.8,-,-,63.728056176188964,-0.9385500753157493,256.15,7.407942238267141,-66.76202860858257,https://nsearchives.nseindia.com/today/AUTOBEESEQN.svg,64.52,14-Aug-2023,https://nsearchives.nseindia.com/365d/AUTOBEES-EQ.svg,15-Jul-2024,-1.07,https://nsearchives.nseindia.com/30d/AUTOBEES-EQ.svg,"{'symbol': 'AUTOBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Auto ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1337', 'slb_isin': 'INF204KC1337', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SHARIABEES,Shariah,572.31,572.31,564.51,568.59,0.71,0.13,2033,1155333.57,568.1635,591.75,421.06,10-MAR-14,DIVIDEND-RS.2 PER UNIT,31.91425190821986,3.1624210755497613,567.88,3.9138149556400452,-35.03776183916782,https://nsearchives.nseindia.com/today/SHARIABEESEQN.svg,32.49,14-Aug-2023,https://nsearchives.nseindia.com/365d/SHARIABEES-EQ.svg,15-Jul-2024,2.96,https://nsearchives.nseindia.com/30d/SHARIABEES-EQ.svg,"{'symbol': 'SHARIABEES', 'companyName': 'Nippon India ETF Nifty 50 Shariah BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01128', 'slb_isin': 'INF732E01128', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,72.98,72.99,70.93,72.43,0.09,0.12,122903,8814603.16,72.2507,77.1,42.9,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 418.18/- PER SHARE TO RS 41.81/- PER SHARE,-84.13014899211218,-3.1813928619168497,72.34,6.057068741893628,-68.83449883449886,https://nsearchives.nseindia.com/today/HDFCNEXT50EQN.svg,-83.67,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCNEXT50-EQ.svg,15-Jul-2024,-3.54,https://nsearchives.nseindia.com/30d/HDFCNEXT50-EQ.svg,"{'symbol': 'HDFCNEXT50', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY NEXT 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HS2', 'slb_isin': 'INF179KC1HS2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AXISGOLD,Gold,60.47,60.47,59.55,59.82,0.07,0.12,109220,6524802.8,59.608,64.9,47.51,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,18.950089481010142,-4.05773857257418,59.75,7.827426810477666,-25.91033466638603,https://nsearchives.nseindia.com/today/AXISGOLDEQN.svg,19.02,14-Aug-2023,https://nsearchives.nseindia.com/365d/AXISGOLD-EQ.svg,15-Jul-2024,-4.04,https://nsearchives.nseindia.com/30d/AXISGOLD-EQ.svg,"{'symbol': 'AXISGOLD', 'companyName': 'Axis Mutual Fund - Axis Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W80', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
QNIFTY,Nifty 50,2601.99,2608,2600,2605,2.98,0.11,448,1166928,2602.3911,2739.06,2016,08-MAR-18, DIVIDEND - RS 80 PER UNIT (PURPOSE REVISED),25.39773465743073,-1.6238670694864048,2602.02,4.894379823735148,-29.216269841269842,https://nsearchives.nseindia.com/today/QNIFTYEQN.svg,25.5,14-Aug-2023,https://nsearchives.nseindia.com/365d/QNIFTY-EQ.svg,15-Jul-2024,-1.62,https://nsearchives.nseindia.com/30d/QNIFTY-EQ.svg,"{'symbol': 'QNIFTY', 'companyName': 'Quantum Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01028', 'slb_isin': 'INF082J01028', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NIF100IETF,Nifty 100,27.94,28.16,27.64,27.81,0.03,0.11,122908,3410697,27.7451,30.47,23.18,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-1.6967126193001076,27.78,8.729898260584182,-19.974115616911124,https://nsearchives.nseindia.com/today/NIF100IETFEQN.svg,-,-,-,15-Jul-2024,-2.05,https://nsearchives.nseindia.com/30d/NIF100IETF-EQ.svg,"{'symbol': 'NIF100IETF', 'companyName': 'ICICI Prudential Nifty 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16V9', 'slb_isin': 'INF109KC16V9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SBIETFPB,Nifty Private Bank Index,255.83,256.87,251.08,253,0.25,0.10,3893,984578.63,253.14,270,221,-,-,10.143665650848938,-4.4381491973559966,252.75,6.296296296296297,-14.479638009049774,https://nsearchives.nseindia.com/today/SBIETFPBEQN.svg,9.62,14-Aug-2023,https://nsearchives.nseindia.com/365d/SBIETFPB-EQ.svg,15-Jul-2024,-4.58,https://nsearchives.nseindia.com/30d/SBIETFPB-EQ.svg,"{'symbol': 'SBIETFPB', 'companyName': 'SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1S22', 'slb_isin': 'INF200KA1S22', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
JUNIORBEES,Nifty Next 50,767.7,767.7,759.01,764.84,0.67,0.09,151985,116037507.8,762.7219,812.9,443.55,10-MAR-14,DIVIDEND-RS.1 PER UNIT,63.560155681964,-3.4646404725542332,764.17,5.9121663181203035,-72.43602750535453,https://nsearchives.nseindia.com/today/JUNIORBEESEQN.svg,63.62,14-Aug-2023,https://nsearchives.nseindia.com/365d/JUNIORBEES-EQ.svg,15-Jul-2024,-3.42,https://nsearchives.nseindia.com/30d/JUNIORBEES-EQ.svg,"{'symbol': 'JUNIORBEES', 'companyName': 'Nippon India ETF Nifty Next 50 Junior BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01045', 'slb_isin': 'INF732E01045', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AUTOIETF,Nifty Auto Index,25.66,25.84,25.55,25.64,0.02,0.08,233791,5992063.33,25.6011,27.48,15.34,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-0.9656237929702588,25.62,6.695778748180495,-67.14471968709258,https://nsearchives.nseindia.com/today/AUTOIETFEQN.svg,-,-,-,15-Jul-2024,-1,https://nsearchives.nseindia.com/30d/AUTOIETF-EQ.svg,"{'symbol': 'AUTOIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential  Nifty Auto ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10V2', 'slb_isin': 'INF109KC10V2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCNIF100,HDFC NIFTY 100 ETF,25.98,26.16,25.52,25.67,0.02,0.08,19395,497093.85,25.6159,27.7,18.91,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 177.27/- PER SHARE TO RS 17.727/- PER SHARE,-86.85207949190739,-1.7604286261002575,25.65,7.32851985559566,-35.748281332628245,https://nsearchives.nseindia.com/today/HDFCNIF100EQN.svg,-86.92,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCNIF100-EQ.svg,15-Jul-2024,-1.8,https://nsearchives.nseindia.com/30d/HDFCNIF100-EQ.svg,"{'symbol': 'HDFCNIF100', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HR4', 'slb_isin': 'INF179KC1HR4', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NIF5GETF,UTI Nifty 5 yr Benchmark G-Sec ETF,57.65,57.65,57.65,57.65,0.04,0.07,1,57.65,57.6576,66.14,53.2,-,-,Infinity,1.14035087719298,57.61,12.83640762019958,-8.364661654135329,https://nsearchives.nseindia.com/today/NIF5GETFEQN.svg,-,-,-,15-Jul-2024,1.14,https://nsearchives.nseindia.com/30d/NIF5GETF-EQ.svg,"{'symbol': 'NIF5GETF', 'companyName': 'UTI Mutual Fund - UTI Nifty 5 yr Benchmark G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZE6', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
IDFNIFTYET,Nifty 50,265,265,260.35,262.36,0.19,0.07,286,74871.94,261.2468,293.45,176,-,-,25.826099467651442,-1.0335722368917424,262.17,10.59464985517123,-49.06818181818183,https://nsearchives.nseindia.com/today/IDFNIFTYETEQN.svg,26.59,14-Aug-2023,https://nsearchives.nseindia.com/365d/IDFNIFTYET-EQ.svg,15-Jul-2024,-1.04,https://nsearchives.nseindia.com/30d/IDFNIFTYET-EQ.svg,"{'symbol': 'IDFNIFTYET', 'companyName': 'Bandhan Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF194KA1U07', 'slb_isin': 'INF194KA1U07', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,72.55,72.55,70.62,71.6,0.04,0.06,73265,5219398.6,71.4151,76.1,42.83,11-AUG-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,64.03207331042381,-3.19091400757166,71.56,5.913272010512484,-67.17254261031987,https://nsearchives.nseindia.com/today/MOMOMENTUMEQN.svg,61.38,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOMOMENTUM-EQ.svg,15-Jul-2024,-3.66,https://nsearchives.nseindia.com/30d/MOMOMENTUM-EQ.svg,"{'symbol': 'MOMOMENTUM', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty 200 Momentum 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BK2', 'slb_isin': 'INF247L01BK2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BSLGOLDETF,Gold,63.44,63.44,62.31,62.78,0.04,0.06,20873,1311033.13,62.7291,78,49.85,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 0.10/- PER SHARE,18.631897203325774,-4.22578184591914,62.74,19.512820512820515,-25.937813440320962,https://nsearchives.nseindia.com/today/BSLGOLDETFEQN.svg,19.35,14-Aug-2023,https://nsearchives.nseindia.com/365d/BSLGOLDETF-EQ.svg,15-Jul-2024,-3.84,https://nsearchives.nseindia.com/30d/BSLGOLDETF-EQ.svg,"{'symbol': 'BSLGOLDETF', 'companyName': 'Aditya Birla Sun Life Gold ETF - Growth', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB18D3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NIF100BEES,Nifty 100 TRI,265.8,265.8,263.1,264.44,0.13,0.05,8754,2311756.32,263.8578,284.84,196,-,-,31.164128763454183,-1.8010323443128309,264.31,7.161915461311606,-34.91836734693877,https://nsearchives.nseindia.com/today/NIF100BEESEQN.svg,30.86,14-Aug-2023,https://nsearchives.nseindia.com/365d/NIF100BEES-EQ.svg,15-Jul-2024,-1.82,https://nsearchives.nseindia.com/30d/NIF100BEES-EQ.svg,"{'symbol': 'NIF100BEES', 'companyName': 'NIPPON INDIA ETF NIFTY 100', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204K014N5', 'slb_isin': 'INF204K014N5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,243.65,244.04,242.62,243.78,0.12,0.05,447,108951.78,243.1391,257.14,215.04,-,-,Infinity,-1.6262459142084666,243.66,5.195613284592046,-13.364955357142861,https://nsearchives.nseindia.com/today/NIFTYBETFEQN.svg,-,-,-,15-Jul-2024,-1.63,https://nsearchives.nseindia.com/30d/NIFTYBETF-EQ.svg,"{'symbol': 'NIFTYBETF', 'companyName': 'Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0QA701722', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SETFNIF50,Nifty 50,255.74,255.74,254.31,254.8,0.14,0.05,206050,52511842.5,254.3049,264.82,196.9,24-MAR-21, DIVIDEND - RS 1.30 PER SHARE,25.610056692137057,-1.339735150623395,254.66,3.7837021373008013,-29.405789740985277,https://nsearchives.nseindia.com/today/SETFNIF50EQN.svg,25.63,14-Aug-2023,https://nsearchives.nseindia.com/365d/SETFNIF50-EQ.svg,15-Jul-2024,-1.36,https://nsearchives.nseindia.com/30d/SETFNIF50-EQ.svg,"{'symbol': 'SETFNIF50', 'companyName': 'SBI-ETF Nifty 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1FS1', 'slb_isin': 'INF200KA1FS1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,103.79,103.79,103.77,103.79,0.05,0.05,3902991,405052405.98,103.7418,106.75,98.35,-,-,Infinity,0.5327392483533625,103.74,2.77283372365339,-5.531265887137785,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,-,-,-,15-Jul-2024,0.52,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,"{'symbol': 'LIQUIDCASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty 1D Rate Liquid ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01034', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
